,names,type,urls,status,owner/org_type,address,owner_or_clerk,filing_date
377,"MAINELY MONITORS HEATING, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19961606+D,DISSOLVED,BUSINESS CORPORATION,"10 SCHOOL STREET,   ,  ROCKLAND, ME 04841",EDWARD M. COLLINS,02/01/1996
378,"MAINELY MOOSE, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19931567+D,EXCUSED,BUSINESS CORPORATION,"P.O. BOX 248 , MADISON, ME 04950 0248",NEAL C. CORSON,02/19/1993
379,MAINELY MORTGAGES,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20002527+D,GOOD STANDING,BUSINESS CORPORATION,"53 CROGHAN ROAD , HERMON, ME 04401",PAULA BURGESS,06/09/2000
380,"MAINELY MOTORS, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20160116DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"76 FAIRVIEW AVENUE , AUGUSTA, ME 04330","HOWARD R. SMART, JR.",07/06/2015
381,MAINELY MOTORSPORTS INC.,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20080668+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"P.O. BOX 837 , WINDHAM, ME 04062",DAVID L. BRANDT,11/05/2007
382,"MAINELY MOUSEHOLES, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20052204+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"P.O. BOX 1179 , SACO, ME 04072",WILLIAM S. KANY,04/22/2005
383,"MAINELY MOWING, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20190894DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"PO BOX 7875,   ,  PORTLAND, ME 04112 7875",SAMUEL M. SHERRY,08/15/2018
384,"MAINELY MULCH, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20162323DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"PO BOX 9729 , PORTLAND, ME 04104 5029",RYAN C ALMY,11/30/2015
385,MAINELY MUNICIPAL CONSULTANTING INC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20051771+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"845 AUGUSTA ROAD , ROUTE 201, WINSLOW, ME 04901",MARJORIE J YORK,03/03/2005
386,MAINELY MUSEUMS LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20101219DC,CANCELLED,LIMITED LIABILITY COMPANY   (DOMESTIC),"24 ROCKY ROAD , SOUTH CHINA, ME 04358",SCOTT W. MOSHER,11/18/2009
387,MAINELY MUSIC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19870142+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"60 PLEASANT STREET , HOULTON, ME 04730",THOMAS O. BITHER,08/07/1986
388,MAINELY MUTTS ANIMAL RESCUE,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20190309ND,GOOD STANDING,NONPROFIT CORPORATION       (T13-B),"12 SPINNEY CREEK ROAD , ELIOT, ME 03903",AMELIA HOFFMANN BENSLEY,02/04/2019
389,"MAINELYMARA, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20100710DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"P.O. BOX 9785 , PORTLAND, ME 04101",DREW A. ANDERSON,09/25/2009
390,MAINELYME,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20110057ND,GOOD STANDING,NONPROFIT CORPORATION       (T13-B),"PO BOX 629 , DIXFIELD, ME 04224",SUSAN HOLMES,08/09/2010
391,"MAINELYMETALS, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20041234DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"PO BOX 9729 , PORTLAND, ME 04104 5029",FREDERICK L. LIPP,12/04/2003
392,"QUALITY PRODUCTS MAINELY MADE, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19971463+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"57 EXCHANGE STREET,   ,  PORTLAND, ME 04101 5020",DAVID E CURRIER,01/15/1997
393,"TACO SHELLS MAINE-LY MEXICAN, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19972022+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"23 WATER STREET , SUITE 203, BANGOR, ME 04401 6358",PAUL A. WEEKS,03/19/1997
394,THE MAINE LYME AWARENESS PROJECT,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19990366ND,ADMINISTRATIVELY SUSPENDED,NONPROFIT CORPORATION       (T13-B),"122 RUMFORD CTR ROAD , ANDOVER, ME 04216",TERESA ROYER MACKNIGHT DO,03/19/1999
395,MAINE-LY NORML,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20030170ND,ADMINISTRATIVELY DISSOLVED,NONPROFIT CORPORATION       (T13-B),"57 MCKAY ROAD , NORWAY, ME 04268",AARON FUDA,10/09/2002
396,MAINELY NATURALS,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=20100146+M,ACTIVE,INDIVIDUAL,"86 PATTERSON HILL ROAD , BELFAST, ME 04915",KRISTINE CHAPMAN,02/05/2010
397,MAINELY NETWORKING LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20141828DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"369 PEACEPIPE DR , 369 PEACEPIPE DR, LITCHFIELD, ME 04350",BRIAN STURTEVANT,11/19/2013
398,MAINELY NEW ENGLAND,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19970816+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"7 WOODWARD COVE , BRUNSWICK, ME 04011",SHERRY ANDERSON LEWIS,10/25/1996
399,"MAINELY NEW HOMES, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20051748+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"PO BOX 1177 , WINDHAM, ME 04062","LAURENCE P. MINOTT, JR., ESQ.",03/02/2005
400,"MAINELY NEWSPAPERS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19900289+F,FOREIGN AUTHORITY REVOKED,BUSINESS CORPORATION                    (FOREIGN),"5 WASHINGTON ST. , BIDDEFORD, ME 04005",DAVID C. FLOOD,12/18/1989
401,"MAINELY NEWSPAPERS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20020463+F,FOREIGN AUTHORITY REVOKED,BUSINESS CORPORATION                    (FOREIGN),"PO BOX 1179 , SACO, ME 04072",WILLIAM S. KANY,11/28/2001
402,MAINELY NORTHERN LIGHTS LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20020526DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"P.O. BOX 3070 , LEWISTON, ME 04243 3070",KEVIN R. HALEY,10/24/2001
403,"MAINELY NU PULSE, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20201278DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"C/O THE BELL FIRM, P.A.,   P.O. BOX 1776,  LEWISTON, ME 04241 1776",SHAWN K BELL,08/22/2019
404,MAINELY NUTRITION,ASSUMED,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20100009+D,GOOD STANDING,BUSINESS CORPORATION,"P.O. BOX 4600,   ,  PORTLAND, ME 04112 4600",DARYA I ZAPPIA,07/01/2009
405,MAINELY OIL LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20110550DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"408 US ROUTE ONE,   2ND FLOOR,  YORK, ME 03909",DAVID J. BALLOU,08/27/2010
406,MAINELY ON YOUR OWN TOURS,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=19920225+M,EXPIRED,PARTNERSHIP,"P. O. BOX 6013, FALMOUTH, ME 04105",MAINELY ON YOUR OWN TOURS,04/14/1992
407,"MAINELY ORGANIC MEDICINALS, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20121511DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"C/O COOPER & BULL, PA , 850 MAIN STREET - SUITE 3, WESTBROOK, ME 04092",TODD R KETCHAM,11/29/2011
408,"MAINELY ORGANIC, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20083007DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"P.O. BOX 804 , HOULTON, ME 04730","SEVERSON, HAND & NELSON",04/08/2008
409,"MAINELY ORGANICS GARDENING SUPPLIES, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20153145DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"814 MAIN RD , MILFORD, ME 04461",CODY MARTEL,02/17/2015
410,MAINELY ORGANICS LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20160115DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"96 HARLOW ST SUITE 270 , BANGOR, ME 04401",NATASHA GROVER,07/06/2015
411,"MAINELY OUR LANDHOLDINGS, L.L.C.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19980471DC,ADMINISTRATIVELY SUSPENDED,LIMITED LIABILITY COMPANY   (DOMESTIC),"45 MEMORIAL CIRCLE,   ,  AUGUSTA, ME 04330",CORPORATION SERVICE COMPANY,03/24/1998
412,"MAINELY OURS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19980556+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"525 CIDER HILL ROAD , YORK, ME 03909",JEFFREY R. BENNETT,09/24/1997
413,MAINELY OUTDOORS,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=20160010+M,ACTIVE,OTHER,"16 CENTRAL STREET , BANGOR, ME 04401",UNIVERSITY OF MAINE SYSTEM,07/22/2015
414,"MAINELY OUTSIDE MAINTENANCE, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19870821+D,EXCUSED,BUSINESS CORPORATION,"100 MIDDLE STREET , P. O. BOX 9729, PORTLAND, ME 04104 5029",JAMIE P. SCHWARTZ,11/05/1986
415,"MAINELY OVERHEAD DOORS, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20031252DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"PO BOX N , SANFORD, ME 04073",EUGENE H GAUDETTE,01/02/2003
416,MAINELY.ORG LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20092790DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"PO BOX 404 , BELFAST, ME 04915","LEE WOODWARD, JR.",04/27/2009
417,"MAINELYOLDSTUFF, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20101191+D,DISSOLVED,BUSINESS CORPORATION,"179 MAIN STREET STE 304 , WATERVILLE, ME 04901",DANIEL J BERNIER,06/16/2010
418,FOREFRONT MAINELY PARTNERS LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20120708DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"C/O VERRILL DANA LLP , PO BOX 586, PORTLAND, ME 04112 0586",ALAN D. MACEWAN,09/20/2011
419,"MAINE-LY PACKING & CRATING, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20040364+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"PO BOX 1068 , SANFORD, ME 04073",RONALD D BOURQUE,08/26/2003
420,"MAINE-LY PAVING SERVICES, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20143006DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"6 CENTRAL MAINE CROSSING,   ,  GARDINER, ME 04345",GREGORY J FARRIS,02/18/2014
421,"MAINE-LY PAWN, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20173090DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"PO BOX 760,   ,  DAMARISCOTTA, ME 04543",ROBERT B GREGORY,12/29/2016
422,"MAINE-LY PINE COUNTRY STORE, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19731162+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"P.O. BOX 376 , ROUTE ONE, WISCASSET, ME 04578","PETER S. NICOLL, PRESIDENT",04/06/1973
423,"MAINE-LY POULTRY, INCORPORATED",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19921906+D,GOOD STANDING,BUSINESS CORPORATION,"P. O. BOX 5 , WARREN, ME 04864",JOHN BARNSTEIN,04/28/1992
424,MAINE-LY POWERSPORTS INC.,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20140792+D,GOOD STANDING,BUSINESS CORPORATION,"100 ELM ST. , WATERVILLE, ME 04901",JOHN W. WEEKS,03/03/2014
425,"MAINE-LY PRO PAINTING, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20201319DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"415 CONGRESS STREET, STE 202A,   ,  PORTLAND, ME 04101",REGISTERED AGENTS INC,08/23/2019
426,"MAINELY PAINT, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20165046DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"P.O. BOX 311 , SANFORD, ME 04073 0311",EDWARD J. TITCOMB,04/28/2016
427,"MAINELY PARENTS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19970497ND,DISSOLVED,NONPROFIT CORPORATION       (T13-B),"84 MARGINAL WAY, SUITE 600,   ,  PORTLAND, ME 04101 2480",GARY D. VOGEL,06/27/1997
428,"MAINELY PASTRIES, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20110421DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"P.O. BOX 559,   ,  WATERVILLE, ME 04903 0559",MICHAEL F. PHILLIPS,08/13/2010
429,"MAINELY PAVEMENT MAINTENANCE, INC.",FORMER,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20080545+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"P.O. BOX 1177 , WINDHAM, ME 04062","LAURENCE P. MINOTT, JR.",10/12/2007
430,MAINELY PAVEMENT MAINTENANCE,ASSUMED,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20072128DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"511 CONGRESS STREET,   P.O. BOX 9711,  PORTLAND, ME 04104 5011",TROUBH HEISLER LLC,01/19/2007
431,MAINELY PAVING,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=19990087+M,EXPIRED,INDIVIDUAL,"LOT 46, KITTERY, ME 03904",CHAD ESKEW,09/10/1998
432,MAINELY PAWS LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20112760DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"PO BOX 90 , EDGECOMB, ME 04556",MARCIA WELCH,04/04/2011
433,"MAINELY PAYROLL, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19891252+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"34 BEUNA VISTA DRIVE , AUGUSTA, ME 04330","CLIFFORD LEVESQUE, PRESIDENT",12/06/1988
434,"MAINELY PELLETS, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20091196DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"338 MAIN STREET , SACO, ME 04072","S. JAMES LEVIS, JR.",11/10/2008
435,MAINELY PETS FOUNDATION,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20180072ND,ADMINISTRATIVELY DISSOLVED,NONPROFIT CORPORATION       (T13-B),"P.O. BOX 17621 , PORTLAND, ME 04112",ROBERT C. ANDREWS,08/24/2017
436,MAINELY PHYSICAL THERAPY,FORMER,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19932076+D,GOOD STANDING,BUSINESS CORPORATION,"6 WOODGATE ROAD , SCARBOROUGH, ME 04074",THERESE C. GILES,04/30/1993
437,MAINELY PICTURES LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20072358DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"P.O. BOX 7320 , PORTLAND, ME 04112 7320",JOANNA C. WYMAN,02/08/2007
438,"MAINELY PIG ROASTS, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20154156DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"25 ANNE TERRACE , WESTBROOK, ME 04092",BENJAMIN FRANK BROWN,04/21/2015
439,MAINELY PINK LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20181672DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"PO BOX 325 , BREWER, ME 04412","KENNETH BUSTARD, MBA",09/27/2017
440,"MAINELY PIZZA, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19893000+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"C/O SHATZ AND FLETCHER CPA , ONE WESTON CT., AUGUSTA, ME 04330",CONRAD L. AYOTTE,06/20/1989
441,MAINELY PLANES INC.,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20160320ND,ADMINISTRATIVELY DISSOLVED,NONPROFIT CORPORATION       (T13-B),"315 HATCHET MOUNTAIN RD,   ,  HOPE, ME 04847","UNITED STATES CORPORATION AGENTS, INC.",02/11/2016
442,"MAINELY PLUMBING & HEATING, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19862496+D,GOOD STANDING,BUSINESS CORPORATION,"55 STROUDWATER STREET,   ,  WESTBROOK, ME 04092",STEVEN W. RAND,05/12/1986
443,MAINELY POTTERY,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19883134+D,GOOD STANDING,BUSINESS CORPORATION,"181 SEARSPORT AVENUE , BELFAST, ME 04915",JEANNETTE FAUNCE,06/13/1988
444,MAINELY POWER WASHING LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20196353DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"800 CENTER ST. , AUBURN, ME 04210",TAMMY THURSTON,04/19/2019
445,MAINELY PRESSURE WASHING LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20140491DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"21 ROLLINS RDG ROAD , DIXFIELD, ME 04224",BRANDY DUSTIN,08/09/2013
446,"MAINELY PRIMAL, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20202581DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"76 ARNOLD ROAD , CHINA, ME 04358",SCOTT ROLLINS,10/15/2019
447,MAINELY PRINTS,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=20010059+M,EXPIRED,INDIVIDUAL,"PO BOX 1201 , KENNEBUNKPORT, ME 04046",SARAH MURCKO,08/31/2000
448,"MAINELY PROCESSING, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20193277DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"ONE CENTER STREET , WATERVILLE, ME 04901","GEORGE M. JABAR, II, ESQ.",12/10/2018
449,"MAINELY PROMOTIONS PRINTING, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20194981DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"217 MAIN STREET,   PO BOX 7230,  LEWISTON, ME 04243 7230",SHANE T. WRIGHT,03/04/2019
450,"MAINELY PROMOTIONS, INC.",ASSUMED,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19861476+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"95 EXCHANGE STREET , PO BOX 7046 DTS, PORTLAND, ME 04112",MICHAEL H. HILL,01/31/1986
451,"MAINELY PROMOTIONS, INC.",FORMER,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19872169+D,EXCUSED,BUSINESS CORPORATION,"PO BOX 460,   ,  DAMARISCOTTA, ME 04543",CLAYTON  HOWARD,03/03/1987
452,"MAINELY PROPERTIES & CONSTRUCTION, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20063292DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"56 BALLPARK DRIVE , PORTLAND, ME 04103",MARK MORAN,04/19/2006
453,"MAINELY PROPERTY CARE, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20180916DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"P.O. BOX 559,   ,  WATERVILLE, ME 04903 0559",MICHAEL F. PHILLIPS,08/21/2017
454,"MAINELY PROPERTY MANAGEMENT, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20133422DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"188 DARTMOUTH STREET , PORTLAND, ME 04103",TIM Q. LY,04/04/2013
455,MAINELY PROPERTY SERVICES LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20186194DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"84 MIDDLE STREET , PORTLAND, ME 04101",TODD R. SETTLE,05/04/2018
456,MAINELY PUMP & MOTOR COMPANY,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20180660+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"408 US ROUTE ONE,   2ND FLOOR,  YORK, ME 03909",DAVID J. BALLOU,02/22/2018
457,"MAINELY PUPPIES PLUS, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20187276DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"433 OXFORD STREET , SOUTH PARIS, ME 04281",STEVEN A. MASON,06/18/2018
458,MAINELY QUILTS,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=19940081+M,EXPIRED,INDIVIDUAL,"RFD #3, BOX 3515 , WINSLOW, ME 04901",KATHLEEN J. AHEARN,10/19/1993
459,"MAINE-LY RED WING, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19811438+D,GOOD STANDING,BUSINESS CORPORATION,"84 HARLOW STREET , P.O. BOX 1401, BANGOR, ME 04402 1401",CURTIS E KIMBALL,04/27/1981
460,"MAINE-LY REPAIRS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19930986+D,EXCUSED,BUSINESS CORPORATION,"10 SUMMER STREET , AUGUSTA, ME 04330",POLLY REEVES,12/07/1992
461,"MAINE-LY RESTORATION, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19972676+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"PO BOX 1179 , SACO, ME 04072",WILLIAM S. KANY,06/05/1997
462,"MAINE-LY RETURNABLES, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19951386+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"209 MAIN STREET , FREEPORT, ME 04032",JOHN L. FRENCH,01/17/1995
463,MAINELY RADIOS LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20153857DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"31 SPEARS CORNER ROAD , WEST GARDINER, ME 04345",KEVIN A ST. THOMAS,04/01/2015
464,"MAINELY RAIN IRRIGATION, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20042127DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"175 ACADEMY STREET , PRESQUE ISLE, ME 04769",LINDA GALLAGHER,03/10/2004
465,"MAINELY RAT RESCUE, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20080443ND,GOOD STANDING,NONPROFIT CORPORATION       (T13-B),"152 ALLEN AVENUE , AUBURN, ME 04210",SARAH LEVINE,03/05/2008
466,"MAINELY REALTY, LLC",FORMER,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20143053DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"188 DARTMOUTH STREET , PORTLAND, ME 04103",TIM LY,03/04/2014
467,MAINELY RELIEF CO. LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20172231DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"20 CADDIE LANE , PORTLAND, ME 04103",ANDREW KEELEY,11/17/2016
468,"MAINELY RENOVATIONS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19991723+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"26 FOLCUTT ROAD , KITTERY POINT, ME 03905",KENNETH W. COUPERTHWAIT,03/12/1999
469,"MAINELY RENT TO OWN, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20160249+D,GOOD STANDING,BUSINESS CORPORATION,"54 MAIN STREET , LINCOLN, ME 04457","PATRICIA R LOCKE, ESQ.",09/30/2015
470,"MAINELY RENT TO OWN, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19980293+D,DISSOLVED,BUSINESS CORPORATION,"P.O. BOX 392 , LINCOLN, ME 04457 0392",GALE SHAEFER,08/12/1997
