,area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg,area_title,industry_title
87,38000,3,511110,58,0,2017,A,N,1,0,0,0,0,0,0,N,308.15,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,North Dakota,NAICS 511110 Newspaper publishers
88,38000,5,511110,58,0,2017,A,,71,940,35868802,26254122,169096,733,38141,,2.95,2.03,1.66,2.02,0.6,0.82,0.82,,0,0.0,-110,-10.5,-5046343,-12.3,-3901488,-12.9,72858,75.7,-17,-2.3,-838,-2.1,North Dakota,NAICS 511110 Newspaper publishers
89,39000,5,511110,58,0,2017,A,,254,6506,306049819,67723337,2073066,905,47040,,1.14,1.09,1.12,1.08,1.06,1.03,1.03,,-16,-5.9,-671,-9.3,-35109133,-10.3,-4641004,-6.4,268535,14.9,-9,-1.0,-492,-1.0,Ohio,NAICS 511110 Newspaper publishers
90,40000,5,511110,58,0,2017,A,,148,2384,81184133,40914494,588345,655,34056,,1.78,1.35,1.1,1.2,1.71,0.81,0.81,,6,4.2,-159,-6.3,-5696883,-6.6,-2686822,-6.2,119978,25.6,-2,-0.3,-103,-0.3,Oklahoma,NAICS 511110 Newspaper publishers
91,41000,5,511110,58,0,2017,A,,110,2156,84310256,63204398,1626049,752,39114,,0.97,1.02,0.85,1.02,1.08,0.82,0.83,,-3,-2.7,-186,-7.9,-5953296,-6.6,-3244903,-4.9,-50760,-3.0,11,1.5,577,1.5,Oregon,NAICS 511110 Newspaper publishers
92,42000,5,511110,58,0,2017,A,,271,8286,361828060,89991450,5602871,840,43666,,1.02,1.28,1.12,1.27,1.32,0.87,0.87,,-9,-3.2,-1031,-11.1,-41014811,-10.2,-7436371,-7.6,4955,0.1,8,1.0,426,1.0,Pennsylvania,NAICS 511110 Newspaper publishers
93,44000,5,511110,58,0,2017,A,,31,665,27450310,13964735,186817,794,41305,,1.1,1.25,1.05,1.27,0.54,0.84,0.84,,-3,-8.8,-12,-1.8,-2219716,-7.5,-173710,-1.2,-89673,-32.4,-49,-5.8,-2553,-5.8,Rhode Island,NAICS 511110 Newspaper publishers
94,45000,5,511110,58,0,2017,A,,111,2273,89556909,35086646,761849,758,39397,,1.14,1.0,0.96,1.01,1.45,0.96,0.96,,7,6.7,-169,-6.9,-8634038,-8.8,-1569898,-4.3,-42899,-5.3,-15,-1.9,-814,-2.0,South Carolina,NAICS 511110 Newspaper publishers
95,46000,5,511110,58,0,2017,A,,93,983,28972582,13479114,60819,567,29466,,3.71,2.08,1.56,2.0,1.17,0.75,0.75,,0,0.0,-42,-4.1,-205593,-0.7,-1035116,-7.1,-3054,-4.8,20,3.7,997,3.5,South Dakota,NAICS 511110 Newspaper publishers
96,47000,5,511110,58,0,2017,A,,148,3346,135459754,30644117,515616,779,40482,,1.25,1.02,0.91,0.91,1.22,0.89,0.89,,1,0.7,-420,-11.2,-18045984,-11.8,-4374165,-12.5,336846,188.4,-5,-0.6,-277,-0.7,Tennessee,NAICS 511110 Newspaper publishers
97,48000,5,511110,58,0,2017,A,,490,8686,436171386,91394641,3788855,966,50216,,0.96,0.65,0.63,0.59,0.86,0.97,0.97,,-5,-1.0,-888,-9.3,-31449383,-6.7,-7248041,-7.3,271054,7.7,27,2.9,1375,2.8,Texas,NAICS 511110 Newspaper publishers
98,49000,5,511110,58,0,2017,A,,48,1187,50584372,33042106,227489,820,42624,,0.64,0.74,0.73,0.77,0.8,0.99,0.99,,1,2.1,-103,-8.0,-1118720,-2.2,-3449255,-9.5,-93061,-29.0,49,6.4,2557,6.4,Utah,NAICS 511110 Newspaper publishers
99,50000,5,511110,58,0,2017,A,,43,527,19928789,9203471,329910,728,37851,,2.24,1.52,1.35,1.74,1.58,0.88,0.88,,-2,-4.4,-54,-9.3,-505737,-2.5,-397344,-4.1,-51476,-13.5,52,7.7,2680,7.6,Vermont,NAICS 511110 Newspaper publishers
100,51000,5,511110,58,0,2017,A,,179,4342,219267441,37808304,817285,971,50500,,0.88,1.01,0.98,0.91,1.13,0.96,0.96,,-7,-3.8,-549,-11.2,-27399814,-11.1,-6718482,-15.1,-289150,-26.1,1,0.1,63,0.1,Virginia,NAICS 511110 Newspaper publishers
101,53000,5,511110,58,0,2017,A,,130,3265,151518290,114664164,1328634,893,46413,,0.71,0.89,0.72,0.92,0.88,0.81,0.81,,-10,-7.1,-412,-11.2,-15343482,-9.2,-9874970,-7.9,-373696,-22.0,20,2.3,1032,2.3,Washington,NAICS 511110 Newspaper publishers
102,54000,5,511110,58,0,2017,A,,70,1464,41611243,18358181,298448,547,28433,,1.85,1.92,1.35,1.95,1.0,0.71,0.71,,-5,-6.7,-215,-12.8,-23365660,-36.0,-2437396,-11.7,-35341,-10.6,-197,-26.5,-10271,-26.5,West Virginia,NAICS 511110 Newspaper publishers
103,55000,5,511110,58,0,2017,A,,186,3871,141583164,54426352,968178,703,36576,,1.44,1.22,1.02,1.19,0.94,0.83,0.84,,-18,-8.8,-358,-8.5,-25492726,-15.3,-3400114,-5.9,-361207,-27.2,-57,-7.5,-2930,-7.4,Wisconsin,NAICS 511110 Newspaper publishers
104,56000,5,511110,58,0,2017,A,,39,780,21582104,15264929,123827,532,27663,,1.98,2.59,1.67,2.31,1.16,0.64,0.64,,1,2.6,-24,-3.0,-1035348,-4.6,-772917,-4.8,-8272,-6.3,-9,-1.7,-471,-1.7,Wyoming,NAICS 511110 Newspaper publishers
105,72000,5,511110,58,0,2017,A,,14,1514,54978335,9778134,279748,698,36307,,0.41,1.56,2.22,1.44,1.16,1.42,1.42,,2,16.7,-101,-6.3,-1947153,-3.4,-908982,-8.5,-45527,-14.0,20,2.9,1054,3.0,Puerto Rico,NAICS 511110 Newspaper publishers
106,1000,5,511110,58,0,2016,A,,135,2178,83878062,20035325,264162,741,38520,,1.41,0.91,0.85,0.86,0.66,0.93,0.93,,0,0.0,-238,-9.9,-9055324,-9.7,-2720236,-12.0,-136721,-34.1,1,0.1,49,0.1,Alabama,NAICS 511110 Newspaper publishers
107,2000,5,511110,58,0,2016,A,,25,505,18439158,15154232,269372,702,36519,,1.45,1.24,0.92,1.22,1.04,0.74,0.74,,-2,-7.4,-31,-5.8,-598674,-3.1,-531892,-3.4,-64517,-19.3,19,2.8,1023,2.9,Alaska,NAICS 511110 Newspaper publishers
108,4000,5,511110,58,0,2016,A,,90,2868,131829362,23970289,552811,884,45962,,0.75,0.86,0.88,0.77,0.71,1.03,1.03,,-2,-2.2,-291,-9.2,-15656889,-10.6,-2328574,-8.9,-23012,-4.0,-14,-1.6,-721,-1.5,Arizona,NAICS 511110 Newspaper publishers
109,5000,5,511110,58,0,2016,A,,98,2132,65523859,26035334,449228,591,30735,,1.41,1.44,1.15,1.31,1.01,0.8,0.8,,1,1.0,-98,-4.4,-2671796,-3.9,-1188401,-4.4,-194204,-30.2,3,0.5,156,0.5,Arkansas,NAICS 511110 Newspaper publishers
110,6000,5,511110,58,0,2016,A,,516,12226,712861655,104482247,6024762,1121,58309,,0.45,0.59,0.59,0.53,0.61,1.0,1.0,,-15,-2.8,-1223,-9.1,-57549419,-7.5,-5058241,-4.6,-225045,-3.6,19,1.7,1023,1.8,California,NAICS 511110 Newspaper publishers
111,8000,5,511110,58,0,2016,A,,137,2951,145326288,39959712,1029046,947,49251,,0.91,0.93,0.91,0.82,0.95,0.98,0.98,,-3,-2.1,-126,-4.1,-5784506,-3.8,-59821,-0.1,-200985,-16.3,3,0.3,144,0.3,Colorado,NAICS 511110 Newspaper publishers
112,9000,5,511110,58,0,2016,A,,66,2223,107355603,37578676,1999833,929,48284,,0.72,1.07,0.85,1.15,1.53,0.79,0.79,,-1,-1.5,-195,-8.1,-5153747,-4.6,-1071398,-2.8,17040,0.9,34,3.8,1751,3.8,Connecticut,NAICS 511110 Newspaper publishers
113,10000,5,511110,58,0,2016,A,,16,487,21113987,8898644,186486,834,43377,,0.64,0.89,0.78,0.9,1.04,0.87,0.87,,0,0.0,-39,-7.4,-2177071,-9.3,-727007,-7.6,-163132,-46.7,-18,-2.1,-903,-2.0,Delaware,NAICS 511110 Newspaper publishers
114,12000,5,511110,58,0,2016,A,,326,8513,407819452,71525821,1581943,921,47907,,0.63,0.82,0.91,0.73,1.03,1.1,1.1,,-18,-5.2,-1052,-11.0,-37035217,-8.3,-10124657,-12.4,-894674,-36.1,27,3.0,1398,3.0,Florida,NAICS 511110 Newspaper publishers
115,13000,5,511110,58,0,2016,A,,219,5059,377765768,53142258,1409221,1436,74667,,0.94,0.95,1.52,0.83,1.1,1.6,1.6,,-1,-0.5,-8,-0.2,27411739,7.8,-968330,-1.8,-223591,-13.7,106,8.0,5526,8.0,Georgia,NAICS 511110 Newspaper publishers
116,15000,5,511110,58,0,2016,A,,15,726,39702626,26889680,138717,1052,54712,,0.48,0.9,1.11,1.16,0.57,1.23,1.23,,-1,-6.2,-24,-3.2,-248373,-0.6,-255723,-0.9,-139335,-50.1,27,2.6,1432,2.7,Hawaii,NAICS 511110 Newspaper publishers
117,16000,5,511110,58,0,2016,A,,69,1135,44580693,30389968,246463,755,39272,,1.5,1.33,1.42,1.35,0.85,1.07,1.07,,0,0.0,-87,-7.1,-1593145,-3.5,-1555429,-4.9,-2136,-0.9,28,3.9,1484,3.9,Idaho,NAICS 511110 Newspaper publishers
118,17000,5,511110,58,0,2016,A,,338,7013,340107303,93830112,3629913,933,48500,,1.09,0.96,0.89,0.9,1.05,0.93,0.93,,-25,-6.9,-762,-9.8,-25032316,-6.9,-9659761,-9.3,-1088572,-23.1,30,3.3,1539,3.3,Illinois,NAICS 511110 Newspaper publishers
119,18000,5,511110,58,0,2016,A,,170,4596,160087343,48399074,908675,670,34834,,1.34,1.24,1.05,1.15,0.9,0.85,0.85,,1,0.6,-333,-6.8,-11279772,-6.6,-3118005,-6.1,-95403,-9.5,1,0.1,66,0.2,Indiana,NAICS 511110 Newspaper publishers
120,19000,5,511110,58,0,2016,A,,242,3600,128319701,80440611,1209652,685,35642,,3.05,1.88,1.62,1.75,1.51,0.86,0.86,,-6,-2.4,-193,-5.1,-6229434,-4.6,-3355838,-4.0,173617,16.8,3,0.4,167,0.5,Iowa,NAICS 511110 Newspaper publishers
121,20000,5,511110,58,0,2016,A,,140,1829,60092120,25433776,214927,632,32848,,1.98,1.07,0.87,0.73,0.51,0.81,0.81,,3,2.2,-128,-6.5,1155533,2.0,1965278,8.4,-448321,-67.6,53,9.2,2736,9.1,Kansas,NAICS 511110 Newspaper publishers
122,21000,5,511110,58,0,2016,A,,164,2979,98388072,31395120,857757,635,33024,,1.69,1.29,1.04,1.15,0.97,0.81,0.81,,-2,-1.2,-174,-5.5,-5331438,-5.1,-1559376,-4.7,14407,1.7,2,0.3,127,0.4,Kentucky,NAICS 511110 Newspaper publishers
123,22000,5,511110,58,0,2016,A,,107,1908,86089353,18051861,244089,868,45130,,1.07,0.8,0.86,0.78,0.63,1.07,1.07,,-1,-0.9,-304,-13.7,-9596676,-10.0,-1488377,-7.6,19604,8.7,36,4.3,1874,4.3,Louisiana,NAICS 511110 Newspaper publishers
124,23000,5,511110,58,0,2016,A,,67,1298,45143518,15893959,172808,669,34773,,1.61,1.73,1.53,1.73,0.86,0.89,0.89,,-3,-4.3,-72,-5.3,-2508219,-5.3,-778453,-4.7,-77655,-31.0,0,0.0,-18,-0.1,Maine,NAICS 511110 Newspaper publishers
125,24000,5,511110,58,0,2016,A,,86,2283,111590526,20042996,731227,940,48874,,0.64,0.7,0.64,0.61,0.82,0.91,0.91,,-8,-8.5,-56,-2.4,-3823846,-3.3,-905881,-4.3,-153123,-17.3,-9,-0.9,-461,-0.9,Maryland,NAICS 511110 Newspaper publishers
126,25000,5,511110,58,0,2016,A,,154,5366,301913094,85460254,3061391,1082,56261,,0.8,1.23,1.12,1.07,1.32,0.9,0.9,,-5,-3.1,-211,-3.8,1362752,0.5,-4323219,-4.8,-160073,-5.0,46,4.4,2368,4.4,Massachusetts,NAICS 511110 Newspaper publishers
127,26000,5,511110,58,0,2016,A,,213,4827,218633231,48397420,2090025,871,45294,,1.13,0.91,0.88,0.85,0.95,0.96,0.96,,1,0.5,-456,-8.6,-13558004,-5.8,-6627512,-12.0,-365954,-14.9,26,3.1,1347,3.1,Michigan,NAICS 511110 Newspaper publishers
128,27000,2,511110,58,0,2016,A,N,1,0,0,0,0,0,0,N,60.35,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Minnesota,NAICS 511110 Newspaper publishers
129,27000,5,511110,58,0,2016,A,,270,4579,195549285,116404132,1232713,821,42705,,2.14,1.31,1.11,1.3,0.96,0.85,0.85,,10,3.8,-56,-1.2,-4569642,-2.3,453575,0.4,-446360,-26.6,-9,-1.1,-469,-1.1,Minnesota,NAICS 511110 Newspaper publishers
130,28000,5,511110,58,0,2016,A,,114,1520,43639140,20083864,177275,552,28702,,1.99,1.09,0.89,1.0,1.07,0.82,0.82,,0,0.0,-73,-4.6,-1884905,-4.1,-1240472,-5.8,-67362,-27.5,2,0.4,126,0.4,Mississippi,NAICS 511110 Newspaper publishers
131,29000,5,511110,58,0,2016,A,,237,3837,139925200,51230818,581977,701,36468,,1.56,1.12,0.96,1.09,0.63,0.86,0.86,,-9,-3.7,-290,-7.0,-8128617,-5.5,-2926681,-5.4,-178021,-23.4,11,1.6,594,1.7,Missouri,NAICS 511110 Newspaper publishers
132,30000,5,511110,58,0,2016,A,,70,1114,38946329,28176956,96878,672,34953,,1.94,1.97,1.83,1.82,0.53,0.93,0.93,,-3,-4.1,-111,-9.1,-2396759,-5.8,-1889629,-6.3,-111387,-53.5,23,3.5,1192,3.5,Montana,NAICS 511110 Newspaper publishers
133,31000,5,511110,58,0,2016,A,,138,2263,72755885,21366970,78190,618,32157,,2.44,1.88,1.5,1.74,0.53,0.8,0.8,,1,0.7,-98,-4.2,1144310,1.6,-479816,-2.2,-70447,-47.4,35,6.0,1826,6.0,Nebraska,NAICS 511110 Newspaper publishers
134,32000,5,511110,58,0,2016,A,,36,759,36876348,21579874,589997,934,48591,,0.56,0.48,0.53,0.48,0.62,1.12,1.12,,0,0.0,-49,-6.1,-1732245,-4.5,-4280423,-16.6,-112179,-16.0,15,1.6,813,1.7,Nevada,NAICS 511110 Newspaper publishers
135,33000,5,511110,58,0,2016,A,,39,975,37893587,13556231,98963,748,38885,,0.97,1.21,0.95,1.17,0.9,0.79,0.79,,0,0.0,-78,-7.4,-1734697,-4.4,-1335424,-9.0,-102430,-50.9,25,3.5,1263,3.4,New Hampshire,NAICS 511110 Newspaper publishers
136,34000,5,511110,58,0,2016,A,,143,5355,342312406,178098234,5422954,1229,63920,,0.69,1.09,1.2,1.28,1.55,1.1,1.1,,-2,-1.4,-623,-10.4,-40354103,-10.5,-412659,-0.2,-343070,-5.9,-2,-0.2,-92,-0.1,New Jersey,NAICS 511110 Newspaper publishers
137,35000,5,511110,58,0,2016,A,,46,1078,37535472,24548533,907891,670,34814,,1.01,1.07,0.95,1.19,1.71,0.89,0.89,,-2,-4.2,-105,-8.9,-3028632,-7.5,-1614607,-6.2,-115722,-11.3,11,1.7,530,1.5,New Mexico,NAICS 511110 Newspaper publishers
138,36000,5,511110,58,0,2016,A,,380,14671,1186327499,179060437,6296445,1555,80864,,0.77,1.29,1.66,1.33,1.25,1.29,1.29,,-4,-1.0,-828,-5.3,-17952585,-1.5,-4322257,-2.4,-1271483,-16.8,61,4.1,3164,4.1,New York,NAICS 511110 Newspaper publishers
139,37000,5,511110,58,0,2016,A,,207,4466,165600139,95873161,1675870,713,37080,,0.98,0.84,0.72,0.87,0.84,0.85,0.85,,-10,-4.6,-463,-9.4,-13435013,-7.5,-2537845,-2.6,-686174,-29.1,15,2.1,760,2.1,North Carolina,NAICS 511110 Newspaper publishers
140,38000,3,511110,58,0,2016,A,N,1,0,0,0,0,0,0,N,302.83,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,North Dakota,NAICS 511110 Newspaper publishers
141,38000,5,511110,58,0,2016,A,,71,1050,40915145,30155610,96238,750,38979,,2.82,2.02,1.75,1.99,0.41,0.86,0.86,,-2,-2.7,-97,-8.5,-1250363,-3.0,-712548,-2.3,37511,63.9,43,6.1,2212,6.0,North Dakota,NAICS 511110 Newspaper publishers
142,39000,5,511110,58,0,2016,A,,270,7177,341158952,72364341,1804531,914,47532,,1.18,1.08,1.17,1.05,1.02,1.08,1.08,,-7,-2.5,-626,-8.0,-26092179,-7.1,-13220684,-15.4,-293036,-14.0,9,1.0,465,1.0,Ohio,NAICS 511110 Newspaper publishers
143,40000,5,511110,58,0,2016,A,,142,2543,86881016,43601316,468367,657,34159,,1.66,1.3,1.09,1.17,1.4,0.84,0.84,,-3,-2.1,-101,-3.8,-2843954,-3.2,-1143215,-2.6,-42879,-8.4,4,0.6,223,0.7,Oklahoma,NAICS 511110 Newspaper publishers
144,41000,5,511110,58,0,2016,A,,113,2342,90263552,66449301,1676809,741,38537,,0.99,1.02,0.86,1.02,1.08,0.84,0.84,,0,0.0,-82,-3.4,-3951214,-4.2,-1385558,-2.0,-247460,-12.9,-7,-0.9,-337,-0.9,Oregon,NAICS 511110 Newspaper publishers
145,42000,5,511110,58,0,2016,A,,280,9317,402842871,97427821,5597916,832,43240,,1.01,1.3,1.17,1.28,1.17,0.89,0.89,,-7,-2.4,-967,-9.4,-35928586,-8.2,-3759383,-3.7,-216031,-3.7,11,1.3,573,1.3,Pennsylvania,NAICS 511110 Newspaper publishers
146,44000,5,511110,58,0,2016,A,,34,677,29670026,14138445,276490,843,43858,,1.18,1.15,1.06,1.18,0.63,0.92,0.92,,-2,-5.6,-19,-2.7,-2772732,-8.5,-922772,-6.1,-28114,-9.2,-53,-5.9,-2738,-5.9,Rhode Island,NAICS 511110 Newspaper publishers
147,45000,5,511110,58,0,2016,A,,104,2442,98190947,36656544,804748,773,40211,,1.06,0.98,1.0,0.97,1.31,1.02,1.02,,-2,-1.9,-106,-4.2,-4419620,-4.3,-441327,-1.2,-127012,-13.6,-1,-0.1,-61,-0.2,South Carolina,NAICS 511110 Newspaper publishers
148,46000,5,511110,58,0,2016,A,,93,1025,29178175,14514230,63873,547,28469,,3.6,1.96,1.47,1.93,1.04,0.75,0.75,,2,2.2,-22,-2.1,-986126,-3.3,49234,0.3,765,1.2,-7,-1.3,-332,-1.2,South Dakota,NAICS 511110 Newspaper publishers
149,47000,5,511110,58,0,2016,A,,147,3766,153505738,35018282,178770,784,40759,,1.22,1.05,0.98,0.94,0.38,0.93,0.93,,-1,-0.7,-180,-4.6,-813739,-0.5,-4080426,-10.4,-61877,-25.7,32,4.3,1654,4.2,Tennessee,NAICS 511110 Newspaper publishers
150,48000,5,511110,58,0,2016,A,,495,9574,467620769,98642682,3517801,939,48841,,0.96,0.65,0.64,0.59,0.85,0.97,0.97,,9,1.9,-883,-8.4,-48686154,-9.4,-8116454,-7.6,-635781,-15.3,-10,-1.1,-532,-1.1,Texas,NAICS 511110 Newspaper publishers
151,49000,5,511110,58,0,2016,A,,47,1290,51703092,36491361,320550,771,40067,,0.63,0.75,0.72,0.81,0.94,0.96,0.96,,2,4.4,-120,-8.5,-4092659,-7.3,-101819,-0.3,-79620,-19.9,10,1.3,486,1.2,Utah,NAICS 511110 Newspaper publishers
152,50000,5,511110,58,0,2016,A,,45,581,20434526,9600815,381386,676,35171,,2.29,1.52,1.28,1.67,1.65,0.85,0.85,,1,2.3,-37,-6.0,-1424685,-6.5,-490492,-4.9,-20496,-5.1,-5,-0.7,-229,-0.6,Vermont,NAICS 511110 Newspaper publishers
153,51000,5,511110,58,0,2016,A,,186,4891,246667255,44526786,1106435,970,50437,,0.9,1.04,1.03,0.98,1.22,1.0,1.0,,2,1.1,-893,-15.4,-46180011,-15.8,-6814464,-13.3,-410925,-27.1,-4,-0.4,-190,-0.4,Virginia,NAICS 511110 Newspaper publishers
154,53000,5,511110,58,0,2016,A,,140,3677,166861772,124539134,1702330,873,45381,,0.74,0.92,0.77,0.94,0.97,0.83,0.83,,-1,-0.7,-275,-7.0,-14023280,-7.8,-6004208,-4.6,-437370,-20.4,-7,-0.8,-387,-0.8,Washington,NAICS 511110 Newspaper publishers
155,54000,5,511110,58,0,2016,A,,75,1679,64976903,20795577,333789,744,38704,,1.91,1.97,1.99,2.0,1.07,1.01,1.01,,6,8.7,-147,-8.1,-14299109,-18.0,-1615703,-7.2,-34512,-9.4,-91,-10.9,-4719,-10.9,West Virginia,NAICS 511110 Newspaper publishers
156,55000,5,511110,58,0,2016,A,,204,4229,167075890,57826466,1329385,760,39506,,1.54,1.2,1.12,1.15,0.97,0.93,0.93,,3,1.5,-218,-4.9,12897924,8.4,-1214710,-2.1,-752335,-36.1,93,13.9,4835,13.9,Wisconsin,NAICS 511110 Newspaper publishers
157,56000,5,511110,58,0,2016,A,,38,804,22617452,16037846,132099,541,28134,,1.86,2.38,1.61,2.17,1.28,0.68,0.68,,-3,-7.3,-77,-8.7,-3602709,-13.7,-2464993,-13.3,-31683,-19.3,-31,-5.4,-1617,-5.4,Wyoming,NAICS 511110 Newspaper publishers
158,72000,5,511110,58,0,2016,A,,12,1615,56925488,10687116,325275,678,35253,,0.33,1.45,2.03,1.39,1.17,1.39,1.39,,0,0.0,-312,-16.2,-7348887,-11.4,-1546537,-12.6,-48676,-13.0,37,5.8,1900,5.7,Puerto Rico,NAICS 511110 Newspaper publishers
159,1000,5,511110,58,0,2015,A,,135,2416,92933386,22755561,400883,740,38471,,1.39,0.94,0.89,0.92,0.74,0.95,0.95,,2,1.5,-161,-6.2,-5549581,-5.6,-1529568,-6.3,-65337,-14.0,5,0.7,259,0.7,Alabama,NAICS 511110 Newspaper publishers
160,2000,5,511110,58,0,2015,A,,27,536,19037832,15686124,333889,683,35496,,1.5,1.18,0.84,1.14,1.04,0.71,0.71,,1,3.8,-8,-1.5,484367,2.6,154477,1.0,-72048,-17.7,28,4.3,1411,4.1,Alaska,NAICS 511110 Newspaper publishers
161,4000,5,511110,58,0,2015,A,,92,3159,147486251,26298863,575823,898,46683,,0.76,0.89,0.94,0.8,0.7,1.06,1.07,,-5,-5.2,-244,-7.2,-9282941,-5.9,-1525214,-5.5,-13306,-2.3,12,1.4,609,1.3,Arizona,NAICS 511110 Newspaper publishers
162,5000,5,511110,58,0,2015,A,,97,2230,68195655,27223735,643432,588,30579,,1.36,1.39,1.13,1.29,1.06,0.82,0.82,,-4,-4.0,-128,-5.4,-1816130,-2.6,-1403137,-4.9,-222990,-25.7,17,3.0,892,3.0,Arkansas,NAICS 511110 Newspaper publishers
163,6000,5,511110,58,0,2015,A,,531,13449,770411074,109540488,6249807,1102,57286,,0.46,0.6,0.61,0.53,0.58,1.02,1.02,,-9,-1.7,-383,-2.8,37384416,5.1,-2900041,-2.6,-175659,-2.7,83,8.1,4289,8.1,California,NAICS 511110 Newspaper publishers
164,8000,5,511110,58,0,2015,A,,140,3077,151110794,40019533,1230031,944,49107,,0.93,0.9,0.9,0.8,1.03,0.99,0.99,,-4,-2.8,-224,-6.8,-1663303,-1.1,-3661737,-8.4,-454117,-27.0,54,6.1,2825,6.1,Colorado,NAICS 511110 Newspaper publishers
165,9000,5,511110,58,0,2015,A,,67,2418,112509350,38650074,1982793,895,46533,,0.71,1.07,0.83,1.11,1.38,0.78,0.78,,0,0.0,-272,-10.1,-5383977,-4.6,-4152727,-9.7,-206955,-9.5,52,6.2,2702,6.2,Connecticut,NAICS 511110 Newspaper publishers
166,10000,5,511110,58,0,2015,A,,16,526,23291058,9625651,349618,852,44280,,0.64,0.89,0.8,0.92,1.53,0.9,0.9,,-2,-11.1,-20,-3.7,-529744,-2.2,-255810,-2.6,-43252,-11.0,14,1.7,679,1.6,Delaware,NAICS 511110 Newspaper publishers
167,12000,5,511110,58,0,2015,A,,344,9565,444854669,81650478,2476617,894,46509,,0.66,0.87,0.96,0.8,1.08,1.1,1.1,,1,0.3,-666,-6.5,-29302998,-6.2,-10545884,-11.4,-1111595,-31.0,3,0.3,162,0.3,Florida,NAICS 511110 Newspaper publishers
168,13000,5,511110,58,0,2015,A,,220,5067,350354029,54110588,1632812,1330,69141,,0.94,0.89,1.37,0.81,1.1,1.53,1.53,,6,2.8,-204,-3.9,-139547126,-28.5,-594040,-1.1,-88598,-5.1,-458,-25.6,-23809,-25.6,Georgia,NAICS 511110 Newspaper publishers
169,15000,5,511110,58,0,2015,A,,16,750,39950999,27145403,278052,1025,53280,,0.5,0.86,1.07,1.14,0.78,1.24,1.24,,-3,-15.8,-47,-5.9,-2764803,-6.5,-1899248,-6.5,-173862,-38.5,-6,-0.6,-349,-0.7,Hawaii,NAICS 511110 Newspaper publishers
170,16000,5,511110,58,0,2015,A,,69,1222,46173838,31945397,248599,727,37788,,1.52,1.35,1.43,1.39,0.78,1.06,1.06,,3,4.5,-67,-5.2,847847,1.9,20562,0.1,-47190,-16.0,51,7.5,2611,7.4,Idaho,NAICS 511110 Newspaper publishers
171,17000,5,511110,58,0,2015,A,,363,7775,365139619,103489873,4718485,903,46961,,1.11,0.97,0.89,0.92,1.15,0.92,0.92,,-16,-4.2,-358,-4.4,-7056216,-1.9,-5217291,-4.8,-682632,-12.6,23,2.6,1199,2.6,Illinois,NAICS 511110 Newspaper publishers
172,18000,5,511110,58,0,2015,A,,169,4929,171367115,51517079,1004078,669,34768,,1.31,1.23,1.06,1.15,0.84,0.87,0.87,,0,0.0,-363,-6.9,-10655767,-5.9,-2083572,-3.9,-340504,-25.3,8,1.2,371,1.1,Indiana,NAICS 511110 Newspaper publishers
173,19000,5,511110,58,0,2015,A,,248,3793,134549135,83796449,1036035,682,35475,,3.05,1.82,1.6,1.75,1.57,0.88,0.88,,2,0.8,-125,-3.2,1477089,1.1,645250,0.8,-242865,-19.0,29,4.4,1514,4.5,Iowa,NAICS 511110 Newspaper publishers
174,20000,5,511110,58,0,2015,A,,137,1957,58936587,23468498,663248,579,30112,,1.95,1.05,0.79,0.68,0.76,0.75,0.75,,-4,-2.8,-146,-6.9,-3074233,-5.0,5798629,32.8,132945,25.1,12,2.1,630,2.1,Kansas,NAICS 511110 Newspaper publishers
175,21000,5,511110,58,0,2015,A,,166,3153,103719510,32954496,843350,633,32897,,1.67,1.26,1.04,1.15,0.87,0.83,0.83,,-1,-0.6,-242,-7.1,-5246770,-4.8,-808744,-2.4,-47829,-5.4,16,2.6,798,2.5,Kentucky,NAICS 511110 Newspaper publishers
176,22000,5,511110,58,0,2015,A,,108,2212,95686029,19540238,224485,832,43256,,1.06,0.84,0.86,0.76,0.51,1.03,1.03,,-12,-10.0,-173,-7.3,-5226051,-5.2,-1540417,-7.3,-2474,-1.1,18,2.2,939,2.2,Louisiana,NAICS 511110 Newspaper publishers
